date, pm10, o3, no2
2019/4/1,115,31,17
2019/4/2,137,25,13
2019/4/3,104,35,17
2019/4/4,105,37,18
2019/4/5,93,35,14
2019/4/6,81,31,10
2019/4/7,74,33,13
2019/4/8,78,33,15
2019/4/9,84,34,12
2019/4/10,91,15,16
2019/4/11,91,35,13
2019/4/12,86,35,11
2019/4/13,74,30,10
2019/4/14,69,31,8
2019/4/15,70,31,12
2019/4/16,71,27,8
2019/4/17,58,33,11
2019/4/18,67,27,10
2019/4/19,73,31,11
2019/4/20,72,33,9
2019/4/21,58,29,8
2019/4/22,49,27,4
2019/4/23,53,31,8
2019/4/24,64,26,8
2019/4/25,59,31,13
2019/4/26,62,31,9
2019/4/27,68,27,8
2019/4/28,68,29,13
2019/4/29,66,31,11
2019/4/30,66,29,6
2019/5/1,67,31,11
2019/5/2,69,30,10
2019/5/3,61,25,10
2019/5/4,74,24,9
2019/5/5,75,26,8
2019/5/6,73,25,7
2019/5/7,71,33,8
2019/5/8,64,37,5
2019/5/9,60,26,7
2019/5/10,62,31,6
2019/5/11,52,29,6
2019/5/12,47,26,9
2019/5/13,37,28,8
2019/5/14,39,21,8
2019/5/15,50,17,8
2019/5/16,57,23,12
2019/5/17,62,26,11
2019/5/18,57,35,7
2019/5/19,90,30,9
2019/5/20,51,24,6
2019/5/21,31,24,6
2019/5/22,36,20,7
2019/5/23,47,26,7
2019/5/24,46,24,5
2019/5/25,43,24,6
2019/5/26,44,26,7
2019/5/27,40,23,5
2019/5/28,33,19,4
2019/5/29,25,15,5
2019/5/30,28,12,6
2019/5/31,32,17,7
2019/6/1,33,17,6
2019/6/2,23,15,5
2019/6/3,29,18,7
2019/6/4,28,16,6
2019/6/5,100,16,5
2019/6/6,31,16,5
2019/6/7,26,21,5
2019/6/8,27,19,3
2019/6/9,24,15,4
2019/6/10,22,18,4
2019/6/11,26,15,5
2019/6/12,28,16,5
2019/6/13,27,17,4
2019/6/14,33,17,4
2019/6/15,25,13,3
2019/6/16,28,13,3
2019/6/17,30,13,4
2019/6/18,30,15,4
2019/6/19,35,11,3
2019/6/20,31,15,5
2019/6/21,34,14,4
2019/6/22,31,20,3
2019/6/23,35,17,3
2019/6/24,33,13,4
2019/6/25,35,13,4
2019/6/26,26,9,3
2019/6/27,26,12,4
2019/6/28,24,11,3
