DATE,STATION,NAME,rain,temp,pm10,o3,no2,td
10/5/2014,TH000048455,"BANGKOK METROPOLIS, TH",3,28.3,33,14,24,9.6
10/6/2014,TH000048455,"BANGKOK METROPOLIS, TH",16.5,27.2,22,25,17,8.45270936
10/7/2014,TH000048455,"BANGKOK METROPOLIS, TH",3.3,27.3,23,14,20,8.45270936
10/8/2014,TH000048455,"BANGKOK METROPOLIS, TH",19.8,26.6,29,21,29,6.2
10/9/2014,TH000048455,"BANGKOK METROPOLIS, TH",7.6,28.1,21,23,18,8.3
10/10/2014,TH000048455,"BANGKOK METROPOLIS, TH",0.5,29.3,31,16,14,10
10/11/2014,TH000048455,"BANGKOK METROPOLIS, TH",40.9,27.9,17,30,25,8.2
10/12/2014,TH000048455,"BANGKOK METROPOLIS, TH",22.4,29.4,27,36,29,7.6
10/13/2014,TH000048455,"BANGKOK METROPOLIS, TH",0,29.4,57,36,26,8.9
10/14/2014,TH000048455,"BANGKOK METROPOLIS, TH",0,29.6,54,49,29,6.8
10/15/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.7,58,67,34,8.1
10/16/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.3,69,49,31,8.2
10/17/2014,TH000048455,"BANGKOK METROPOLIS, TH",6.1,29.3,69,43,29,8.9
10/18/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.2,53,25,19,8.9
10/19/2014,TH000048455,"BANGKOK METROPOLIS, TH",1.5,28.3,41,20,19,8.45270936
10/20/2014,TH000048455,"BANGKOK METROPOLIS, TH",13.2,28.2,28,23,29,8.45270936
10/21/2014,TH000048455,"BANGKOK METROPOLIS, TH",49.8,27.8,25,18,30,7.4
10/22/2014,TH000048455,"BANGKOK METROPOLIS, TH",0.3,28.4,38,17,21,7.6
10/23/2014,TH000048455,"BANGKOK METROPOLIS, TH",0.3,27.3,38,10,27,6.9
10/24/2014,TH000048455,"BANGKOK METROPOLIS, TH",2,27.6,30,16,24,8.45270936
10/25/2014,TH000048455,"BANGKOK METROPOLIS, TH",5.1,27.6,29,24,20,6.3
10/26/2014,TH000048455,"BANGKOK METROPOLIS, TH",7.1,27.8,21,24,27,9.1
10/27/2014,TH000048455,"BANGKOK METROPOLIS, TH",36.3,27.9,30,36,26,8.45270936
10/28/2014,TH000048455,"BANGKOK METROPOLIS, TH",0.8,27.9,28,21,28,9.8
10/29/2014,TH000048455,"BANGKOK METROPOLIS, TH",0.3,27.6,29,37,39,6.9
10/30/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.8,34,30,32,7.3
10/31/2014,TH000048455,"BANGKOK METROPOLIS, TH",4.3,28.7,51,19,23,8.45270936
11/1/2014,TH000048455,"BANGKOK METROPOLIS, TH",1,29,34,23,25,8.9
11/2/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.7,28,21,21,8.4
11/3/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.1,27,13,23,7.4
11/4/2014,TH000048455,"BANGKOK METROPOLIS, TH",5.8,27.1,28,16,27,8.45270936
11/5/2014,TH000048455,"BANGKOK METROPOLIS, TH",1.8,28.1,27,22,25,8
11/6/2014,TH000048455,"BANGKOK METROPOLIS, TH",0.5,29.4,47,17,31,7.7
11/7/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.2,27.9,38,18,27,8.45270936
11/8/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.6,37,23,23,9.9
11/9/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.8,43,31,26,7.9
11/10/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.1,41,40,36,9
11/11/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.1,44,33,35,8.45270936
11/12/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.3,54,29,25,9
11/13/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.8,44,30,23,8.45270936
11/14/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29,26,40,30,7.4
11/15/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.7,39,33,29,9.1
11/16/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.6,44,32,28,9.2
11/17/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.6,43,37,19,9.4
11/18/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.7,39,53,25,8.45270936
11/19/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.9,43,49,36,10.4
11/20/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.9,55,49,35,10.3
11/21/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.5,61,43,33,9.8
11/22/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.1,59,39,36,10.3
11/23/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.9,59,42,35,9.7
11/24/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.7,55,46,33,9.3
11/25/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.9,60,54,36,9.6
11/26/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.8,60,35,34,9.5
11/27/2014,TH000048455,"BANGKOK METROPOLIS, TH",1.3,29.2,53,20,45,8.45270936
11/28/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.8,46,35,50,7.2
11/29/2014,TH000048455,"BANGKOK METROPOLIS, TH",0.5,29.4,70,19.48403626,14.52718676,8.5
11/30/2014,TH000048455,"BANGKOK METROPOLIS, TH",0.3,30.2,38.65825778,40,36,8
12/1/2014,TH000048455,"BANGKOK METROPOLIS, TH",0,30.7,51,10,36,8.7
12/2/2014,TH000048455,"BANGKOK METROPOLIS, TH",0.5,27.8,37,25,32,8.45270936
12/3/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.8,34,27,38,6.7
12/4/2014,TH000048455,"BANGKOK METROPOLIS, TH",10.9,28.7,43,13,27,8.45270936
12/5/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.1,37,27,35,5.9
12/6/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.8,35,34,37,8.2
12/7/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.5,44,23,35,9.2
12/8/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.2,48,38,33,8.45270936
12/9/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.8,37,40,29,8.9
12/10/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.2,43,33,32,8.45270936
12/11/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.3,41,44,27,9.8
12/12/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.4,44,29,31,8.45270936
12/13/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,26.3,46,50,35,6.4
12/14/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,26.9,48,51,42,7.5
12/15/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.9,58,32,36,10.9
12/16/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.4,62,36,20,8.45270936
12/17/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,25.3,52,45,32,10.4
12/18/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,25.1,55,42,40,8.45270936
12/19/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,25.3,60,44,40,9.3
12/20/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,26.4,68,35,33,10.1
12/21/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.3,63,50,26,11.4
12/22/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,24.4,54,49,39,8.45270936
12/23/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,25,65,44,38,10.4
12/24/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27,70,48,29,11.8
12/25/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.1,63,45,35,9.4
12/26/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.6,58,31,37,10.6
12/27/2014,TH000048455,"BANGKOK METROPOLIS, TH",19.8,28.2,55,27,21,8.45270936
12/28/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.3,40,19.48403626,14.52718676,8.5
12/29/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,26.4,38.65825778,19.48403626,14.52718676,8.2
12/30/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,25.4,38.65825778,19.48403626,14.52718676,8.45270936
12/31/2014,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,25.6,38.65825778,38,23,9.1
1/1/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,24.9,46,57,24,8.3
1/2/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,23.8,42,56,35,9.5
1/3/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,25.4,56,72,39,12
1/4/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,26.7,59,73,53,12
1/5/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.4,66,50,36,10.8
1/6/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.6,61,27,28,11.9
1/7/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.2,48,16,21,9.2
1/8/2015,TH000048455,"BANGKOK METROPOLIS, TH",1,27,35,36,19,8.45270936
1/9/2015,TH000048455,"BANGKOK METROPOLIS, TH",1,27.9,43,21,26,8.5
1/10/2015,TH000048455,"BANGKOK METROPOLIS, TH",0.3,25.8,48,33,16,8.45270936
1/11/2015,TH000048455,"BANGKOK METROPOLIS, TH",0,24,54,25,24,8.45270936
1/12/2015,TH000048455,"BANGKOK METROPOLIS, TH",0,23.7,49,39,29,5.5
1/13/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,24.9,50,42,35,8.45270936
1/14/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,24.6,55,46,39,9.5
1/15/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,24.4,65,53,46,12.3
1/16/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,25.8,72,45,26,13.6
1/17/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,24.8,64,51,31,10
1/18/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,25.6,67,43,28,10.4
1/19/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,25.9,62,53,34,9.6
1/20/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,26.2,63,50,51,11.5
1/21/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,26.7,71,52,62,8.45270936
1/22/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.5,78,56,45,12.5
1/23/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27,79,45,28,9.9
1/24/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.4,60,53,22,10.4
1/25/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.7,59,46,24,9.6
1/26/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.7,56,75,31,8.8
1/27/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.2,59,57,25,9.9
1/28/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.3,68,53,21,9.8
1/29/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.4,62,43,20,9.2
1/30/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.7,58,28,21,9.4
1/31/2015,TH000048455,"BANGKOK METROPOLIS, TH",2.3,27.6,54,39,29,8.45270936
2/1/2015,TH000048455,"BANGKOK METROPOLIS, TH",0,27.1,60,39,32,8.45270936
2/2/2015,TH000048455,"BANGKOK METROPOLIS, TH",0,27.8,63,38,37,10
2/3/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.3,57,45,40,10.6
2/4/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.7,61,44,30,11.5
2/5/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.4,56,49,25,10.5
2/6/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.3,63,66,31,10.7
2/7/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.5,64,61,30,12.2
2/8/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.8,66,40,32,10.4
2/9/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.5,65,53,39,8.45270936
2/10/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.4,62,61,42,10.6
2/11/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.4,76,35,15,10.9
2/12/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.1,63,36,12,7.7
2/13/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.5,54,38,13,7.3
2/14/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.3,48,31,15,8.45270936
2/15/2015,TH000048455,"BANGKOK METROPOLIS, TH",10.9,27.5,49,32,15,8.45270936
2/16/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.1,47,32,16,8.45270936
2/17/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.3,42,25,15,7.7
2/18/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.9,42,21,17,7.8
2/19/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.4,35,23,20,7.7
2/20/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.6,37,15,15,8.5
2/21/2015,TH000048455,"BANGKOK METROPOLIS, TH",6.1,27.8,28,21,13,8.45270936
2/22/2015,TH000048455,"BANGKOK METROPOLIS, TH",2.8,28.3,25,21,17,8.45270936
2/23/2015,TH000048455,"BANGKOK METROPOLIS, TH",0,28.8,26,28,19,9.4
2/24/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.4,33,24,16,9.3
2/25/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.4,33,27,19,9.2
2/26/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.4,27,27,20,8.7
2/27/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.3,30,28,22,9.4
2/28/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29,32,21,24,8.2
3/1/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.2,25,9,25,8.3
3/2/2015,TH000048455,"BANGKOK METROPOLIS, TH",0.5,27.9,27,17,14,8.45270936
3/3/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.2,35,24,10,7.1
3/4/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30,35,25,12,8.4
3/5/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.1,41,21,10,8.3
3/6/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30,38,23,10,8.45270936
3/7/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.8,33,18,10,7.5
3/8/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.9,26,25,11,7.7
3/9/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.1,25,31,9,8.5
3/10/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.7,28,25,12,8.5
3/11/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.7,33,30,15,8.4
3/12/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.9,36,32,12,8
3/13/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.9,41,19.48403626,14.52718676,7.3
3/14/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.1,38.65825778,19.48403626,14.52718676,8
3/15/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.1,38.65825778,23,13,7.3
3/16/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.1,32,27,12,7.6
3/17/2015,NA,NA,11.59554764,29.20184676,35,25,11,8.45270936
3/18/2015,NA,NA,11.59554764,29.20184676,38,30,11,8.45270936
3/19/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.8,32,34,10,7.1
3/20/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30,36,22,10,7.1
3/21/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.4,41,35,14,8.45270936
3/22/2015,TH000048455,"BANGKOK METROPOLIS, TH",47.5,28.7,36,27,13,10.5
3/23/2015,TH000048455,"BANGKOK METROPOLIS, TH",0,29.3,37,24,27,6.5
3/24/2015,TH000048455,"BANGKOK METROPOLIS, TH",65,26.7,39,65,20,8.45270936
3/25/2015,TH000048455,"BANGKOK METROPOLIS, TH",4.6,27.7,55,42,27,8.45270936
3/26/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.1,46,46,27,9.6
3/27/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.7,54,59,32,9.6
3/28/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.5,55,55,21,8.2
3/29/2015,TH000048455,"BANGKOK METROPOLIS, TH",66.3,28.3,43,23,13,11.9
3/30/2015,TH000048455,"BANGKOK METROPOLIS, TH",0.5,30.2,35,22,10,9.4
3/31/2015,TH000048455,"BANGKOK METROPOLIS, TH",0,30.8,32,31,10,8.4
4/1/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.1,34,44,12,7.9
4/2/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.3,38,47,17,8.45270936
4/3/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.7,41,36,13,10.9
4/4/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.9,49,26,8,9.1
4/5/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.7,45,24,10,7.6
4/6/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.8,32,26,11,8
4/7/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.1,35,16,25,8.3
4/8/2015,TH000048455,"BANGKOK METROPOLIS, TH",56.1,26.7,37,22,25,8.45270936
4/9/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.6,48,26,15,9.9
4/10/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.7,32,22,15,7.8
4/11/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.6,31,35,16,8.45270936
4/12/2015,TH000048455,"BANGKOK METROPOLIS, TH",40.4,28,30,31,28,8.45270936
4/13/2015,TH000048455,"BANGKOK METROPOLIS, TH",37.8,29.2,46,52,23,10.2
4/14/2015,TH000048455,"BANGKOK METROPOLIS, TH",0,29.2,52,61,23,10.1
4/15/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.5,63,47,16,11.9
4/16/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.7,58,26,11,8.5
4/17/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.7,48,21,9,9
4/18/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.8,38,24,9,8.45270936
4/19/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.9,27,30,13,8.1
4/20/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.4,30,45,15,9
4/21/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,33,37,64,17,10.9
4/22/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.3,39,36,20,8.45270936
4/23/2015,TH000048455,"BANGKOK METROPOLIS, TH",1,28.2,38,64,34,7
4/24/2015,TH000048455,"BANGKOK METROPOLIS, TH",5.1,29.6,39,29,36,8.45270936
4/25/2015,TH000048455,"BANGKOK METROPOLIS, TH",14,27,45,57,28,6.7
4/26/2015,TH000048455,"BANGKOK METROPOLIS, TH",6.9,28.9,46,42,28,9.2
4/27/2015,TH000048455,"BANGKOK METROPOLIS, TH",1,29.1,37,27,16,9.2
4/28/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.9,38,25,15,8.3
4/29/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.2,28,34,16,8.3
4/30/2015,TH000048455,"BANGKOK METROPOLIS, TH",4.1,30.1,29,30,13,7.9
5/1/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.1,33,29,13,9.4
5/2/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.7,27,28,12,8.3
5/3/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.4,31,15,14,6.3
5/4/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31,34,16,16,8.45270936
5/5/2015,TH000048455,"BANGKOK METROPOLIS, TH",39.6,29.3,34,22,16,8.45270936
5/6/2015,TH000048455,"BANGKOK METROPOLIS, TH",0.5,31.7,31,23,12,9.8
5/7/2015,TH000048455,"BANGKOK METROPOLIS, TH",0,31.9,23,23,13,7.6
5/8/2015,TH000048455,"BANGKOK METROPOLIS, TH",6.6,30.6,25,29,10,8.45270936
5/9/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.2,26,30,8,8.45270936
5/10/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.4,29,20,10,8.7
5/11/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.4,24,17,8,8.6
5/12/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.9,25,11,11,8.2
5/13/2015,TH000048455,"BANGKOK METROPOLIS, TH",20.6,29.6,23,18,12,6.7
5/14/2015,TH000048455,"BANGKOK METROPOLIS, TH",0.5,29.1,22,32,17,6.2
5/15/2015,TH000048455,"BANGKOK METROPOLIS, TH",0,31.1,20,19,13,10.4
5/16/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.3,18,24,11,7.7
5/17/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.2,19,29,12,8.45270936
5/18/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.6,17,29,11,8.8
5/19/2015,TH000048455,"BANGKOK METROPOLIS, TH",1.3,31.1,19,24,12,8.45270936
5/20/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.1,18,19,11,10.5
5/21/2015,TH000048455,"BANGKOK METROPOLIS, TH",5.3,30.8,16,15,9,8.45270936
5/22/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.2,14,21,10,7.7
5/23/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.2,16,24,10,8
5/24/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.1,21,36,11,8
5/25/2015,TH000048455,"BANGKOK METROPOLIS, TH",8.4,30.2,22,23,12,8.45270936
5/26/2015,TH000048455,"BANGKOK METROPOLIS, TH",3.3,30.9,25,35,14,8.7
5/27/2015,TH000048455,"BANGKOK METROPOLIS, TH",0,30.7,25,27,12,8.45270936
5/28/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.4,21,24,10,9.7
5/29/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.6,20,37,11,9.3
5/30/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.6,21,26,8,9.1
5/31/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.9,22,31,7,8.8
6/1/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.6,18,31,10,11.1
6/2/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.8,23,17,18,8.45270936
6/3/2015,TH000048455,"BANGKOK METROPOLIS, TH",0.3,30.3,27,16,9,8.45270936
6/4/2015,TH000048455,"BANGKOK METROPOLIS, TH",4.1,30.8,20,29,12,8.8
6/5/2015,TH000048455,"BANGKOK METROPOLIS, TH",0.3,31.7,24,46,12,8.5
6/6/2015,TH000048455,"BANGKOK METROPOLIS, TH",0,32.8,24,33,10,10.2
6/7/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.3,19,25,15,8.45270936
6/8/2015,TH000048455,"BANGKOK METROPOLIS, TH",175,29.1,22,24,13,11.5
6/9/2015,TH000048455,"BANGKOK METROPOLIS, TH",67.3,30.9,21,28,12,12
6/10/2015,TH000048455,"BANGKOK METROPOLIS, TH",0,32.1,20,23,9,9
6/11/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,32.1,20,23,11,9.4
6/12/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.7,19,25,13,8.45270936
6/13/2015,TH000048455,"BANGKOK METROPOLIS, TH",76.5,30.3,22,25,9,12
6/14/2015,TH000048455,"BANGKOK METROPOLIS, TH",2.8,29.3,20,23,10,8
6/15/2015,TH000048455,"BANGKOK METROPOLIS, TH",0,29.5,22,10,8,7.1
6/16/2015,TH000048455,"BANGKOK METROPOLIS, TH",36.3,28.4,22,14,12,8.45270936
6/17/2015,TH000048455,"BANGKOK METROPOLIS, TH",80.5,28.3,18,21,13,8
6/18/2015,TH000048455,"BANGKOK METROPOLIS, TH",21.8,28.8,19,27,13,7.5
6/19/2015,TH000048455,"BANGKOK METROPOLIS, TH",9.1,29.1,26,24,13,9
6/20/2015,TH000048455,"BANGKOK METROPOLIS, TH",4.3,29,23,22,8,8.4
6/21/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.7,19,17,8,8.6
6/22/2015,TH000048455,"BANGKOK METROPOLIS, TH",1.3,29.7,27,16,9,8.45270936
6/23/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.6,27,16,7,9.7
6/24/2015,TH000048455,"BANGKOK METROPOLIS, TH",0,29.3,21,17,7,8.45270936
6/25/2015,TH000048455,"BANGKOK METROPOLIS, TH",0,29.4,15,21,9,5.8
6/26/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.2,18,18,9,5.2
6/27/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.7,15,18,7,8.45270936
6/28/2015,TH000048455,"BANGKOK METROPOLIS, TH",1.8,30,17,32,9,9.8
6/29/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.3,20,21,11,8.8
6/30/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.4,22,24,7,9.5
7/1/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31,22,21,8,9.1
7/2/2015,TH000048455,"BANGKOK METROPOLIS, TH",2,30.1,25,20,7,8.8
7/3/2015,TH000048455,"BANGKOK METROPOLIS, TH",1.5,30.9,24,21,7,9.2
7/4/2015,TH000048455,"BANGKOK METROPOLIS, TH",0,31.7,32,23,6,10
7/5/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.7,20,25,8,6
7/6/2015,TH000048455,"BANGKOK METROPOLIS, TH",5.1,29.8,23,23,8,8.45270936
7/7/2015,TH000048455,"BANGKOK METROPOLIS, TH",8.6,30.7,39,20,9,9
7/8/2015,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.8,47,14,8,6.2
