DATE,STATION,NAME,rain,temp
3/22/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0.3,17.8
3/23/2014,COM00080112,"JOSE MARIA CORDOVA, CO",8.9,17.3
3/24/2014,COM00080112,"JOSE MARIA CORDOVA, CO",7.1,16.4
3/25/2014,COM00080112,"JOSE MARIA CORDOVA, CO",1,16.7
3/26/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.1,16.9
3/27/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.2
3/28/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17.2
3/29/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,18
3/30/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17.6
3/31/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17
4/1/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,16.8
4/2/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17.1
4/3/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17.3
4/4/2014,COM00080112,"JOSE MARIA CORDOVA, CO",1,17.4
4/5/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.4
4/6/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,18.5
4/7/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,18.3
4/8/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17.7
4/9/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0.5,17.1
4/10/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.4
4/11/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17.7
4/12/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17.1
4/13/2014,COM00080112,"JOSE MARIA CORDOVA, CO",4.1,17.7
4/14/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,18.2
4/15/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,16.8
4/16/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.1,16.5
4/17/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,16.7
4/18/2014,COM00080112,"JOSE MARIA CORDOVA, CO",2,16
4/19/2014,COM00080112,"JOSE MARIA CORDOVA, CO",2,16.9
4/20/2014,COM00080112,"JOSE MARIA CORDOVA, CO",13,17.7
4/21/2014,COM00080112,"JOSE MARIA CORDOVA, CO",2,17.9
4/22/2014,COM00080112,"JOSE MARIA CORDOVA, CO",3,17.2
4/23/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,16.4
4/24/2014,COM00080112,"JOSE MARIA CORDOVA, CO",23.1,16.2
4/25/2014,COM00080112,"JOSE MARIA CORDOVA, CO",2,17
4/26/2014,COM00080112,"JOSE MARIA CORDOVA, CO",37.1,16.1
4/27/2014,COM00080112,"JOSE MARIA CORDOVA, CO",8.9,16.8
4/28/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.8
4/29/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,18.1
4/30/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.3
5/1/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17.7
5/2/2014,COM00080112,"JOSE MARIA CORDOVA, CO",29,16.2
5/3/2014,COM00080112,"JOSE MARIA CORDOVA, CO",4.1,17.7
5/4/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.3
5/5/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,18.1
5/6/2014,COM00080112,"JOSE MARIA CORDOVA, CO",8.9,16.7
5/7/2014,COM00080112,"JOSE MARIA CORDOVA, CO",23.1,15.7
5/8/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,16.6
5/9/2014,COM00080112,"JOSE MARIA CORDOVA, CO",10.9,15.5
5/10/2014,COM00080112,"JOSE MARIA CORDOVA, CO",8.9,15.9
5/11/2014,COM00080112,"JOSE MARIA CORDOVA, CO",35.1,15.3
